ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2575826226	2574180164	Permanent Draft	Bacteria	Firmicutes	5	2.935526
ref2575831374	2574180166	Permanent Draft	Bacteria	Proteobacteria	1	2.979231
ref2575883549	2574180179	Permanent Draft	Bacteria	Proteobacteria	1	4.774372
ref2575895839	2574180182	Permanent Draft	Bacteria	Proteobacteria	2	4.085976
ref2576019364	2574180217	Permanent Draft	Bacteria	Bacteroidetes	1	3.412407
ref2576040039	2574180222	Permanent Draft	Bacteria	Firmicutes	2	2.861633
ref2576076094	2574180231	Permanent Draft	Bacteria	Firmicutes	4	2.817577
ref2576099037	2574180238	Permanent Draft	Bacteria	Proteobacteria	6	5.178221
ref2576118714	2574180242	Permanent Draft	Bacteria	Proteobacteria	3	8.608769
ref2576119688	2574180243	Permanent Draft	Bacteria	Proteobacteria	2	3.540159
ref2576128612	2574180245	Permanent Draft	Bacteria	Firmicutes	6	2.879191
ref2576136699	2574180248	Permanent Draft	Bacteria	Actinobacteria	1	3.863615
ref2576152163	2574180253	Permanent Draft	Bacteria	Actinobacteria	1	4.403573
ref2576211820	2574180268	Permanent Draft	Bacteria	Firmicutes	2	5.667342
ref2576238555	2574180274	Permanent Draft	Bacteria	Firmicutes	3	2.765717
ref2576313821	2574180297	Permanent Draft	Bacteria	Proteobacteria	4	7.167262
ref2576356075	2574180310	Permanent Draft	Bacteria	Firmicutes	2	4.396552
ref2576383290	2574180318	Permanent Draft	Bacteria	Proteobacteria	1	6.304486
ref2576413039	2574180325	Permanent Draft	Bacteria	Proteobacteria	1	4.904109
ref2576494092	2574180348	Permanent Draft	Bacteria	Proteobacteria	4	5.674889
ref2576596853	2574180378	Permanent Draft	Bacteria	Firmicutes	3	2.76869
ref2576637175	2574180389	Permanent Draft	Bacteria	Firmicutes	4	2.865063
ref2576675337	2574180400	Permanent Draft	Bacteria	Firmicutes	2	3.181727
ref2576723087	2574180414	Permanent Draft	Bacteria	Firmicutes	2	2.779955
ref2576746162	2574180422	Permanent Draft	Bacteria	Actinobacteria	1	4.41696
ref2576778908	2574180433	Permanent Draft	Bacteria	Firmicutes	6	2.619222
ref2576791420	2574180436	Permanent Draft	Bacteria	Proteobacteria	4	2.441599
ref2576793530	2574180437	Permanent Draft	Bacteria	Proteobacteria	1	3.971247
ref2576803127	2574180439	Permanent Draft	Bacteria	Chloroflexi	2	2.934621
ref2576817364	2574180442	Draft	Bacteria	Proteobacteria	2	3.362256
ref2576819362	2574180443	Permanent Draft	Bacteria	Firmicutes	7	7.569119
ref2576850803	2574180450	Draft	Bacteria	Proteobacteria	1	6.39117
ref2576855082	2574180451	Draft	Bacteria	Proteobacteria	2	4.259106
ref2576858326	2574180452	Draft	Bacteria	Proteobacteria	1	3.572957
ref2576860631	2574180453	Draft	Bacteria	Proteobacteria	5	2.329397
ref2576860700	2565956542	Permanent Draft	Bacteria	Actinobacteria	3	4.02757
ref2576860701	2565956517	Permanent Draft	Bacteria	Proteobacteria	3	5.154741
ref2576860702	2568526002	Draft	Bacteria	Proteobacteria	2	4.626202
ref2576860703	2568526009	Draft	Bacteria	Firmicutes	3	2.578924
ref2576860704	2565956523	Permanent Draft	Bacteria	Proteobacteria	6	5.032036
ref2576860705	2565956525	Permanent Draft	Bacteria	Firmicutes	7	3.116366
ref2576860706	2563366730	Permanent Draft	Bacteria	Firmicutes	7	4.106453
ref2576860707	2563366733	Permanent Draft	Bacteria	Deinococcus-Thermus	7	3.243759
ref2576860708	2563366724	Permanent Draft	Bacteria	Firmicutes	4	2.65673
ref2576860709	2568526004	Draft	Bacteria	Proteobacteria	3	3.266412
ref2576860711	2563366545	Permanent Draft	Bacteria	Tenericutes	3	0.82775
ref2576860712	2563366726	Permanent Draft	Bacteria	Bacteroidetes	1	3.163687
ref2576860713	2568526006	Draft	Bacteria	Firmicutes	6	2.163332
ref2576860714	2568526012	Draft	Bacteria	Firmicutes	6	1.426368
ref2576860715	2563366729	Permanent Draft	Bacteria	Proteobacteria	5	2.922587
ref2576860716	2568526005	Draft	Bacteria	Proteobacteria	7	4.367405
ref2576860718	2563366723	Permanent Draft	Bacteria	Proteobacteria	2	3.099946
ref2576860719	2565956515	Permanent Draft	Bacteria	Proteobacteria	5	4.588955
ref2576860720	2565956516	Permanent Draft	Bacteria	Proteobacteria	6	6.430623
ref2576860721	2565956509	Permanent Draft	Bacteria	Firmicutes	5	2.55653
ref2576860722	2563366725	Permanent Draft	Bacteria	Bacteroidetes	1	5.906432
ref2576860723	2515154091	Permanent Draft	Bacteria	Spirochaetes	2	3.36005
ref2576860724	2565956531	Permanent Draft	Bacteria	Tenericutes	3	0.840427
ref2576860725	2568526007	Draft	Bacteria	Proteobacteria	2	3.66583
ref2576860726	2565956518	Permanent Draft	Bacteria	Proteobacteria	8	4.306556
ref2576860727	2565956521	Permanent Draft	Bacteria	Proteobacteria	2	4.468993
ref2576909812	2576861013	Permanent Draft	Bacteria	Proteobacteria	4	4.645415
ref2576916450	2576861014	Permanent Draft	Bacteria	Proteobacteria	1	7.43014
ref2577006178	2576861037	Finished	Bacteria	Bacteroidetes	2	5.132075
ref2577017593	2576861039	Permanent Draft	Bacteria	Firmicutes	3	5.426897
ref2577055870	2576861049	Permanent Draft	Bacteria	Actinobacteria	1	10.308866
ref2577210558	2576861092	Permanent Draft	Bacteria	Proteobacteria	6	5.130349
ref2577229340	2576861097	Permanent Draft	Bacteria	Bacteroidetes	3	5.987016
ref2577262688	2576861104	Permanent Draft	Bacteria	Proteobacteria	1	4.632623
ref2577267710	2576861106	Permanent Draft	Bacteria	Proteobacteria	9	2.201349
ref2577287094	2576861112	Permanent Draft	Bacteria	Proteobacteria	1	2.053895
ref2577337305	2576861129	Permanent Draft	Bacteria	Proteobacteria	1	5.386791
ref2577352094	2576861133	Permanent Draft	Bacteria	Proteobacteria	6	5.311803
ref2577405253	2576861149	Permanent Draft	Bacteria	Firmicutes	2	2.785884
ref2577441095	2576861159	Permanent Draft	Bacteria	Proteobacteria	1	5.570274
ref2577489133	2576861173	Permanent Draft	Bacteria	Firmicutes	5	2.778466
ref2577495844	2576861175	Permanent Draft	Bacteria	Firmicutes	1	2.741418
ref2577547366	2576861190	Permanent Draft	Bacteria	Bacteroidetes	2	5.117277
ref2577582581	2576861198	Permanent Draft	Bacteria	Actinobacteria	1	6.548397
ref2577609008	2576861207	Permanent Draft	Bacteria	Firmicutes	4	2.88612
ref2577648726	2576861218	Permanent Draft	Bacteria	Actinobacteria	1	6.03947
ref2577659454	2576861221	Permanent Draft	Bacteria	Actinobacteria	1	4.375186
ref2577692394	2576861230	Permanent Draft	Bacteria	Proteobacteria	3	1.877407
ref2577704351	2576861233	Permanent Draft	Bacteria	Proteobacteria	1	3.956064
ref2577719987	2576861238	Permanent Draft	Bacteria	Proteobacteria	1	5.413191
ref2577740597	2576861243	Permanent Draft	Bacteria	Proteobacteria	7	4.624379
ref2577842530	2576861273	Permanent Draft	Bacteria	Firmicutes	1	4.360646
ref2577867540	2576861281	Permanent Draft	Bacteria	Proteobacteria	1	4.343511
ref2577889178	2576861287	Permanent Draft	Bacteria	Firmicutes	5	2.651419
ref2577964829	2576861310	Permanent Draft	Bacteria	Actinobacteria	1	3.123278
ref2577983062	2576861316	Permanent Draft	Bacteria	Proteobacteria	2	5.366899
ref2578099350	2576861349	Permanent Draft	Bacteria	Actinobacteria	1	4.359784
ref2578131139	2576861359	Permanent Draft	Bacteria	Firmicutes	5	2.916641
ref2578187989	2576861376	Permanent Draft	Bacteria	Actinobacteria	1	2.573824
ref2578208177	2576861382	Permanent Draft	Bacteria	Firmicutes	1	2.915627
ref2578258769	2576861397	Permanent Draft	Bacteria	Bacteroidetes	4	3.959304
ref2578259387	2576861398	Permanent Draft	Bacteria	Proteobacteria	1	2.474654
ref2578262829	2576861399	Permanent Draft	Archaea	Euryarchaeota	3	4.064496
ref2578265058	2576861400	Permanent Draft	Bacteria	Firmicutes	8	2.632867
ref2578270084	2576861401	Permanent Draft	Bacteria	Firmicutes	9	2.662616
ref2578275499	2576861403	Draft	Bacteria	Proteobacteria	1	2.985908
ref2578330041	2576861421	Finished	Bacteria	Proteobacteria	1	3.745629
ref2578333314	2576861422	Finished	Bacteria	Spirochaetes	2	1.139203
ref2578338667	2576861424	Finished	Bacteria	Firmicutes	9	5.270569
ref2578341552	2576861425	Finished	Bacteria	Proteobacteria	3	3.699674
ref2578352309	2576861435	Finished	Bacteria	Actinobacteria	4	9.169032
ref2578360683	2576861436	Finished	Bacteria	Proteobacteria	1	0.884232
ref2578362343	2576861437	Finished	Bacteria	Proteobacteria	1	1.148904
ref2578364689	2576861439	Finished	Bacteria	Proteobacteria	8	5.371331
ref2578369169	2576861440	Finished	Bacteria	Chlamydiae	1	1.048269
ref2578373544	2576861442	Finished	Bacteria	Actinobacteria	4	3.568218
ref2578375224	2576861443	Finished	Bacteria	Proteobacteria	3	1.151074
ref2578375860	2576861444	Finished	Bacteria	Firmicutes	10	4.662822
ref2578386950	2576861446	Finished	Bacteria	Firmicutes	1	2.045418
ref2578393616	2576861448	Finished	Bacteria	Actinobacteria	2	2.33839
ref2578394566	2576861450	Finished	Bacteria	Tenericutes	1	0.657101
ref2578399152	2576861452	Finished	Bacteria	Nitrospirae	2	2.330585
ref2578403459	2576861453	Finished	Bacteria	Proteobacteria	7	5.159425
ref2578404827	2576861454	Finished	Bacteria	Proteobacteria	1	1.518636
ref2578408805	2576861455	Finished	Bacteria	Gemmatimonadetes	2	7.479215
ref2578412768	2576861456	Finished	Bacteria	Bacteroidetes	3	5.25207
ref2578417015	2576861457	Finished	Bacteria	Proteobacteria	10	4.806266
ref2578423210	2576861458	Finished	Archaea	Euryarchaeota	1	3.906699
ref2578429913	2576861460	Finished	Bacteria	Proteobacteria	6	2.105503
ref2578435053	2576861462	Finished	Bacteria	Tenericutes	2	0.793841
ref2578441164	2576861465	Finished	Bacteria	Proteobacteria	2	1.634875
ref2578442781	2576861466	Finished	Bacteria	Proteobacteria	2	1.634852
ref2578448857	2576861468	Finished	Bacteria	Proteobacteria	8	4.561905
ref2578455650	2576861470	Finished	Bacteria	Proteobacteria	2	5.396991
ref2578460412	2576861471	Finished	Bacteria	Proteobacteria	3	4.648976
ref2578463915	2576861473	Finished	Bacteria	Firmicutes	4	2.070182
ref2578465563	2576861474	Finished	Bacteria	Proteobacteria	2	1.650561
ref2578474310	2576861478	Finished	Bacteria	Firmicutes	13	6.580536
ref2578487374	2576861481	Finished	Bacteria	Proteobacteria	6	4.074048
ref2578490948	2576861482	Finished	Bacteria	Proteobacteria	7	5.249875
ref2578514359	2576861487	Permanent Draft	Bacteria	Firmicutes	1	3.678935
ref2578524336	2576861490	Permanent Draft	Bacteria	Firmicutes	1	3.798752
ref2578529548	2576861491	Permanent Draft	Bacteria	Actinobacteria	9	8.035179
ref2578564861	2576861499	Permanent Draft	Bacteria	Bacteroidetes	1	5.687995
ref2578598531	2576861510	Permanent Draft	Bacteria	Proteobacteria	9	4.553466
ref2578614803	2576861513	Permanent Draft	Bacteria	Proteobacteria	4	4.753232
ref2578686459	2576861530	Permanent Draft	Bacteria	Bacteroidetes	2	5.204756
ref2578706177	2576861533	Permanent Draft	Bacteria	Bacteroidetes	5	5.430155
ref2578710880	2576861534	Permanent Draft	Bacteria	Bacteroidetes	4	5.595976
ref2578720406	2576861536	Permanent Draft	Bacteria	Bacteroidetes	3	4.986076
ref2578735781	2576861539	Permanent Draft	Bacteria	Bacteroidetes	5	5.407695
ref2578755278	2576861543	Permanent Draft	Bacteria	Bacteroidetes	2	5.20107
ref2578760444	2576861544	Permanent Draft	Bacteria	Bacteroidetes	1	5.317743
ref2578809591	2576861554	Permanent Draft	Bacteria	Bacteroidetes	1	3.38709
ref2578812728	2576861556	Permanent Draft	Bacteria	Proteobacteria	1	1.59905
ref2578813802	2576861557	Permanent Draft	Bacteria	Chlamydiae	1	1.050923
ref2578843125	2576861570	Permanent Draft	Bacteria	Firmicutes	4	3.658722
ref2578855547	2576861576	Permanent Draft	Bacteria	Proteobacteria	6	4.957622
ref2578888067	2576861586	Permanent Draft	Bacteria	Firmicutes	1	2.665688
ref2578888561	2576861587	Permanent Draft	Bacteria	Firmicutes	3	3.498112
ref2578974841	2576861614	Permanent Draft	Bacteria	Firmicutes	4	2.729835
ref2578982663	2576861616	Permanent Draft	Bacteria	Firmicutes	3	3.579432
ref2578994780	2576861620	Permanent Draft	Bacteria	Proteobacteria	2	2.178597
ref2579019792	2576861627	Permanent Draft	Bacteria	Proteobacteria	9	5.390903
ref2579060285	2576861638	Permanent Draft	Bacteria	Firmicutes	2	5.133369
ref2579077237	2576861644	Permanent Draft	Bacteria	Firmicutes	5	3.064851
ref2579108223	2576861653	Permanent Draft	Bacteria	Bacteroidetes	1	2.894932
ref2579121363	2576861656	Permanent Draft	Bacteria	Proteobacteria	2	4.157429
ref2579122549	2576861657	Permanent Draft	Bacteria	Proteobacteria	1	2.185527
ref2579124894	2576861658	Permanent Draft	Bacteria	Firmicutes	11	5.545671
ref2579139161	2576861661	Permanent Draft	Bacteria	Proteobacteria	5	4.852645
ref2579181978	2576861675	Permanent Draft	Bacteria	Proteobacteria	1	1.673801
ref2579191006	2576861677	Permanent Draft	Bacteria	Proteobacteria	2	5.005544
ref2579203927	2576861681	Permanent Draft	Bacteria	Proteobacteria	1	1.039565
ref2579217875	2576861685	Permanent Draft	Bacteria	Firmicutes	6	3.347833
ref2579220563	2576861686	Permanent Draft	Bacteria	Firmicutes	7	2.529115
ref2579225643	2576861688	Permanent Draft	Bacteria	Proteobacteria	1	4.592824
ref2579231434	2576861689	Permanent Draft	Bacteria	Firmicutes	4	3.374439
ref2579240068	2576861693	Permanent Draft	Bacteria	Proteobacteria	1	5.085524
ref2579267680	2576861700	Permanent Draft	Bacteria	Firmicutes	5	2.794388
ref2579273848	2576861701	Permanent Draft	Bacteria	Firmicutes	1	6.112248
ref2579284739	2576861705	Permanent Draft	Bacteria	Firmicutes	5	2.601148
ref2579354581	2576861721	Permanent Draft	Bacteria	Proteobacteria	6	5.148604
ref2579364173	2576861723	Permanent Draft	Bacteria	Proteobacteria	2	4.822561
ref2579385797	2576861727	Permanent Draft	Bacteria	Firmicutes	1	4.286476
ref2579389912	2576861728	Permanent Draft	Bacteria	Firmicutes	6	2.845956
ref2579410936	2576861733	Permanent Draft	Bacteria	Proteobacteria	2	5.783769
ref2579420077	2576861736	Permanent Draft	Bacteria	Proteobacteria	1	3.715337
ref2579428892	2576861738	Permanent Draft	Bacteria	Actinobacteria	1	2.514747
ref2579431626	2576861739	Permanent Draft	Bacteria	Proteobacteria	1	3.014502
ref2579440949	2576861741	Permanent Draft	Bacteria	Actinobacteria	1	2.536557
ref2579475987	2576861751	Permanent Draft	Bacteria	Actinobacteria	1	2.476892
ref2579494973	2576861756	Permanent Draft	Bacteria	Tenericutes	1	0.879068
ref2579495863	2576861757	Permanent Draft	Bacteria	Tenericutes	1	0.888107
ref2579515452	2576861762	Permanent Draft	Bacteria	Tenericutes	1	0.864738
ref2579519590	2576861763	Permanent Draft	Bacteria	Spirochaetes	1	4.628941
ref2579519955	2576861764	Permanent Draft	Bacteria	Tenericutes	1	0.892195
ref2579525249	2576861765	Permanent Draft	Bacteria	Firmicutes	1	4.312535
ref2579526475	2576861767	Permanent Draft	Bacteria	Tenericutes	1	0.848102
ref2579531751	2576861768	Permanent Draft	Bacteria	Proteobacteria	1	4.874185
ref2579536330	2576861770	Permanent Draft	Bacteria	Firmicutes	2	3.449704
ref2579539584	2576861771	Permanent Draft	Bacteria	Firmicutes	1	3.107022
ref2579544076	2576861772	Permanent Draft	Bacteria	Proteobacteria	1	6.212741
ref2579558724	2576861775	Permanent Draft	Bacteria	Firmicutes	1	2.844682
ref2579562545	2576861777	Permanent Draft	Bacteria	Actinobacteria	1	2.612381
ref2579567431	2576861778	Finished	Bacteria	Proteobacteria	2	7.421756
ref2579573090	2576861779	Permanent Draft	Bacteria	Actinobacteria	1	2.898622
ref2579580611	2576861782	Permanent Draft	Bacteria	Proteobacteria	8	3.724703
ref2579592471	2576861785	Permanent Draft	Bacteria	Proteobacteria	1	3.274327
ref2579616610	2576861791	Permanent Draft	Bacteria	Actinobacteria	1	4.188111
ref2579629104	2576861793	Permanent Draft	Bacteria	Proteobacteria	1	5.50818
ref2579632592	2576861794	Permanent Draft	Bacteria	Deinococcus-Thermus	1	3.807137
ref2579634852	2576861795	Permanent Draft	Bacteria	Actinobacteria	2	3.354763
ref2579639257	2576861796	Permanent Draft	Bacteria	Proteobacteria	1	3.412133
ref2579672949	2576861806	Permanent Draft	Bacteria	Firmicutes	11	4.263792
ref2579692981	2576861811	Permanent Draft	Bacteria	Firmicutes	4	2.396363
ref2579718847	2576861815	Permanent Draft	Bacteria	Proteobacteria	3	2.344434
ref2579724585	2576861816	Permanent Draft	Bacteria	Proteobacteria	1	4.320537
ref2579731170	2576861818	Draft	Bacteria	Proteobacteria	4	4.718864
ref2579734716	2576861819	Permanent Draft	Bacteria	Firmicutes	4	3.686941
ref2579751541	2576861822	Permanent Draft	Bacteria	Actinobacteria	2	5.004595
ref2579756687	2576861823	Permanent Draft	Bacteria	Proteobacteria	3	5.113782
ref2579762080	2576861825	Permanent Draft	Bacteria	Bacteroidetes	7	3.79062
ref2579774371	2576861830	Draft	Bacteria	Proteobacteria	6	3.384701
ref2579776606	2576861831	Permanent Draft	Bacteria	Firmicutes	7	4.041428
ref2579830566	2579778515	Permanent Draft	Bacteria	Proteobacteria	3	3.998985
ref2579835325	2579778516	Permanent Draft	Bacteria	Proteobacteria	1	3.174974
ref2579836962	2579778517	Permanent Draft	Bacteria	Deinococcus-Thermus	2	2.160855
ref2579841900	2579778518	Permanent Draft	Bacteria	Firmicutes	11	4.266201
ref2579848380	2579778519	Permanent Draft	Bacteria	Actinobacteria	3	5.696868
ref2579849581	2579778520	Permanent Draft	Bacteria	Firmicutes	6	3.876691
ref2579860061	2579778522	Permanent Draft	Bacteria	Firmicutes	10	2.518244
ref2579861968	2579778523	Permanent Draft	Bacteria	Firmicutes	8	2.552994
ref2579893629	2579778530	Permanent Draft	Bacteria	Proteobacteria	11	3.850073
ref2579926094	2579778538	Permanent Draft	Bacteria	Proteobacteria	4	5.122875
ref2579943571	2579778542	Permanent Draft	Bacteria	Proteobacteria	3	1.629878
ref2579959171	2579778545	Permanent Draft	Bacteria	Proteobacteria	3	6.398829
ref2579966010	2579778547	Permanent Draft	Bacteria	Actinobacteria	7	8.705754
ref2579977182	2579778549	Permanent Draft	Bacteria	Proteobacteria	1	4.512187
ref2579979503	2579778550	Permanent Draft	Bacteria	Acidobacteria	1	2.660928
ref2579982103	2579778551	Permanent Draft	Bacteria	Proteobacteria	2	3.54418
ref2579989176	2579778552	Permanent Draft	Bacteria	Proteobacteria	1	6.363457
ref2579994242	2579778553	Permanent Draft	Bacteria	Firmicutes	3	4.817834
ref2580089537	2579778575	Permanent Draft	Bacteria	Proteobacteria	2	1.573853
ref2580092367	2579778577	Permanent Draft	Bacteria	Proteobacteria	3	4.896002
ref2580143848	2579778588	Finished	Bacteria	Proteobacteria	8	5.914407
ref2580179977	2579778596	Permanent Draft	Bacteria	Proteobacteria	6	3.585631
ref2580182736	2579778597	Permanent Draft	Bacteria	Proteobacteria	7	5.429407
ref2580217912	2579778604	Permanent Draft	Bacteria	Proteobacteria	4	4.568054
ref2580232257	2579778608	Permanent Draft	Bacteria	Proteobacteria	8	5.008535
ref2580265115	2579778615	Permanent Draft	Bacteria	Proteobacteria	1	8.696214
ref2580292528	2579778621	Permanent Draft	Bacteria	Firmicutes	4	3.902091
ref2580304474	2579778624	Permanent Draft	Bacteria	Proteobacteria	1	6.178468
ref2580310075	2579778625	Permanent Draft	Bacteria	Proteobacteria	1	1.631474
ref2580315087	2579778626	Permanent Draft	Bacteria	Proteobacteria	1	5.270185
ref2580317423	2579778627	Permanent Draft	Bacteria	Bacteroidetes	1	3.876324
ref2580321617	2579778629	Permanent Draft	Bacteria	Proteobacteria	1	1.665702
ref2580368436	2579778640	Permanent Draft	Bacteria	Firmicutes	5	1.832504
ref2580371618	2579778641	Permanent Draft	Bacteria	Proteobacteria	2	1.63205
ref2580381841	2579778644	Permanent Draft	Bacteria	Firmicutes	3	7.353834
ref2580462305	2579778661	Permanent Draft	Bacteria	Proteobacteria	7	5.029875
ref2580493784	2579778672	Permanent Draft	Bacteria	Proteobacteria	1	2.492251
ref2580511848	2579778676	Permanent Draft	Bacteria	Gemmatimonadetes	1	4.706869
ref2580514844	2579778677	Permanent Draft	Bacteria	Proteobacteria	1	3.985111
ref2580519962	2579778678	Permanent Draft	Bacteria	Proteobacteria	2	4.800175
ref2580530759	2579778681	Permanent Draft	Bacteria	Cyanobacteria	1	3.180043
ref2580538989	2579778683	Permanent Draft	Bacteria	Proteobacteria	10	4.911233
ref2580551652	2579778686	Permanent Draft	Bacteria	Proteobacteria	6	5.237695
ref2580580651	2579778692	Permanent Draft	Bacteria	Proteobacteria	10	2.259947
ref2580587764	2579778694	Permanent Draft	Bacteria	Proteobacteria	8	5.128213
ref2580611966	2579778698	Permanent Draft	Bacteria	Proteobacteria	2	8.648774
ref2580624661	2579778701	Permanent Draft	Bacteria	Proteobacteria	1	6.368146
ref2580639223	2579778704	Permanent Draft	Bacteria	Proteobacteria	4	6.331855
ref2580649994	2579778708	Permanent Draft	Bacteria	Proteobacteria	7	3.145929
ref2580656054	2579778709	Permanent Draft	Bacteria	Bacteroidetes	1	3.077999
ref2580660260	2579778710	Permanent Draft	Bacteria	Proteobacteria	1	4.882441
ref2580674634	2579778713	Permanent Draft	Bacteria	Proteobacteria	1	4.140314
ref2580696510	2579778718	Permanent Draft	Bacteria	Proteobacteria	1	3.861701
ref2580718808	2579778722	Permanent Draft	Bacteria	Proteobacteria	1	6.656393
ref2580729377	2579778725	Permanent Draft	Bacteria	Proteobacteria	6	5.345955
ref2580731918	2579778726	Permanent Draft	Bacteria	Firmicutes	4	1.917411
ref2580779687	2579778737	Permanent Draft	Bacteria	Bacteroidetes	1	3.022744
ref2580782642	2579778738	Permanent Draft	Bacteria	Actinobacteria	1	4.870506
ref2580797565	2579778741	Permanent Draft	Bacteria	Proteobacteria	6	2.414653
ref2580903663	2579778767	Permanent Draft	Bacteria	Proteobacteria	4	4.848286
ref2580918874	2579778771	Permanent Draft	Bacteria	Firmicutes	2	1.680794
ref2580920411	2579778772	Permanent Draft	Bacteria	Firmicutes	1	1.986332
ref2580948183	2579778779	Permanent Draft	Bacteria	Cyanobacteria	1	3.243759
ref2580970934	2579778784	Permanent Draft	Bacteria	Proteobacteria	9	5.139229
ref2580983696	2579778787	Permanent Draft	Bacteria	Proteobacteria	1	1.630637
ref2580987735	2579778789	Permanent Draft	Bacteria	Bacteroidetes	1	5.262278
ref2580990383	2579778790	Permanent Draft	Bacteria	Proteobacteria	4	3.914541
ref2580999035	2579778791	Permanent Draft	Bacteria	Proteobacteria	4	5.200515
ref2581014054	2579778796	Permanent Draft	Bacteria	Firmicutes	2	1.981087
ref2581055041	2579778805	Permanent Draft	Bacteria	Proteobacteria	1	1.626553
ref2581060282	2579778807	Permanent Draft	Bacteria	Proteobacteria	1	5.071451
ref2581121830	2579778821	Permanent Draft	Bacteria	Proteobacteria	2	5.15135
ref2581154859	2579778830	Permanent Draft	Bacteria	Firmicutes	1	3.259329
ref2581251884	2579778851	Permanent Draft	Bacteria	Firmicutes	5	3.286557
ref2581252828	2579778852	Finished	Bacteria	Proteobacteria	4	6.162905
ref2581297758	2579778860	Permanent Draft	Bacteria	Proteobacteria	2	6.175056
ref2581298648	2579778861	Finished	Bacteria	Proteobacteria	6	5.986012
ref2581325751	2579778867	Permanent Draft	Bacteria	Firmicutes	2	1.786146
ref2581347034	2579778872	Permanent Draft	Bacteria	Proteobacteria	4	4.106183
ref2581406576	2579778887	Permanent Draft	Bacteria	Proteobacteria	6	7.197184
ref2581416008	2579778889	Permanent Draft	Bacteria	Bacteroidetes	1	6.70808
ref2581426060	2579778892	Permanent Draft	Bacteria	Proteobacteria	9	4.632606
ref2581431389	2579778893	Permanent Draft	Bacteria	Firmicutes	2	7.650246
ref2581486277	2579778904	Permanent Draft	Bacteria	Proteobacteria	2	3.976672
ref2581527124	2579778914	Permanent Draft	Bacteria	Proteobacteria	1	5.918874
ref2581540600	2579778917	Permanent Draft	Bacteria	Firmicutes	2	2.594817
ref2581542972	2579778918	Permanent Draft	Bacteria	Proteobacteria	6	6.354192
ref2581562012	2579778922	Permanent Draft	Bacteria	Actinobacteria	1	4.386178
ref2581574947	2579778925	Permanent Draft	Bacteria	Actinobacteria	1	3.617503
ref2581607725	2579778933	Permanent Draft	Bacteria	Proteobacteria	3	4.741576
ref2581635286	2579778940	Permanent Draft	Bacteria	Proteobacteria	5	5.218479
ref2581659208	2579778948	Permanent Draft	Bacteria	Proteobacteria	4	6.413827
ref2581713684	2579778960	Permanent Draft	Bacteria	Firmicutes	1	3.32539
ref2581724432	2579778963	Permanent Draft	Bacteria	Chrysiogenetes	2	2.824977
ref2581728172	2579778964	Permanent Draft	Bacteria	Proteobacteria	10	3.848371
ref2581788397	2579778976	Permanent Draft	Bacteria	Proteobacteria	1	3.166244
ref2581819161	2579778983	Permanent Draft	Bacteria	Firmicutes	11	5.383666
ref2581912140	2579779008	Permanent Draft	Bacteria	Actinobacteria	1	5.156046
ref2581928095	2579779011	Permanent Draft	Bacteria	Firmicutes	1	1.771196
ref2581960146	2579779021	Permanent Draft	Bacteria	Proteobacteria	1	3.453172
ref2581974757	2579779026	Permanent Draft	Bacteria	Firmicutes	1	4.005786
ref2582008047	2579779034	Permanent Draft	Bacteria	Proteobacteria	9	5.178249
ref2582030674	2579779040	Permanent Draft	Bacteria	Chlamydiae	1	1.169537
ref2582041076	2579779042	Permanent Draft	Bacteria	Proteobacteria	3	4.757611
ref2582043674	2579779043	Permanent Draft	Bacteria	Proteobacteria	5	3.382003
ref2582057480	2579779046	Permanent Draft	Bacteria	Proteobacteria	9	3.210203
ref2582065506	2579779048	Permanent Draft	Archaea	Thaumarchaeota	1	1.762971
ref2582143730	2579779066	Permanent Draft	Bacteria	Proteobacteria	3	6.840259
ref2582158363	2579779070	Permanent Draft	Bacteria	Firmicutes	7	1.829973
ref2582196745	2579779079	Permanent Draft	Bacteria	Proteobacteria	2	2.267262
ref2582207075	2579779081	Permanent Draft	Bacteria	Actinobacteria	1	5.39383
ref2582222002	2579779085	Permanent Draft	Bacteria	Bacteroidetes	1	3.787699
ref2582236472	2579779088	Permanent Draft	Bacteria	Bacteroidetes	6	5.126359
ref2582249237	2579779090	Permanent Draft	Bacteria	Proteobacteria	1	6.27329
ref2582268163	2579779093	Permanent Draft	Bacteria	Proteobacteria	1	7.282355
ref2582273818	2579779094	Permanent Draft	Bacteria	Firmicutes	2	7.478507
ref2582298053	2579779101	Permanent Draft	Bacteria	Proteobacteria	5	4.09479
ref2582304383	2579779103	Permanent Draft	Bacteria	Proteobacteria	2	2.938182
ref2582323033	2579779107	Permanent Draft	Bacteria	Actinobacteria	1	4.578455
ref2582348494	2579779112	Permanent Draft	Bacteria	Proteobacteria	2	5.243094
ref2582381420	2579779120	Permanent Draft	Bacteria	Firmicutes	4	1.73482
ref2582399677	2579779125	Permanent Draft	Bacteria	Proteobacteria	4	4.136068
ref2582434450	2579779134	Permanent Draft	Bacteria	Proteobacteria	8	5.090822
ref2582515873	2579779156	Draft	Bacteria	Proteobacteria	2	6.056039
ref2582521434	2579779157	Permanent Draft	Bacteria	Proteobacteria	1	4.191297
ref2582525831	2579779158	Permanent Draft	Bacteria	Deinococcus-Thermus	4	3.169519
